#Partida,,,,Ppto. Inicial,Ppto. Inicial
1 0100.120.01.130.00 2024,,3.0,RETRIBUCIONES BASICAS,177185.19,177185.19
1 0100.120.01.132.00 2024,,13.0,RETRIBUCIONES BASICAS,422442.58,422442.58
1 0100.120.01.133.10 2024,,19.0,RETRIBUCIONES BASICAS,302886.94,302886.94
1 0100.121.99.130.00 2024,,4.0,COMPLEMENTOS VARIOS,302740.38,302740.38
1 0100.121.99.132.00 2024,,14.0,COMPLEMENTOS VARIOS,719166.65,719166.65
1 0100.121.99.133.10 2024,,20.0,COMPLEMENTOS VARIOS,472286.75,472286.75
1 0100.160.01.130.00 2024,,5.0,SEGURIDAD SOCIAL,153690.37,153690.37
1 0100.160.01.132.00 2024,,15.0,SEGURIDAD SOCIAL,409614.12,409614.12
1 0100.160.01.133.10 2024,,21.0,SEGURIDAD SOCIAL,275866.12,275866.12
1 0100.160.04.130.00 2024,,6.0,CUOTAS ELKARKIDETZA,9138.84,9138.84
1 0100.160.04.132.00 2024,,16.0,CUOTAS ELKARKIDETZA,13190.24,13190.24
1 0100.160.04.133.10 2024,,22.0,CUOTAS ELKARKIDETZA,10394.19,10394.19
1 0100.202.01.133.10 2024,,2069.0,ALQUILER EQUIPOS DE RADAR,70000.0,70000.0
1 0100.202.01.133.10 2023,,2709.0,ALQUILER EQUIPOS DE RADAR,0.0,0.0
1 0100.212.01.132.00 2024,,17.0,MAQUIN/INSTAL/UTILL.MANTTO.ALARMAS,12000.0,12000.0
1 0100.213.01.130.00 2024,,7.0,MATERIAL DE TRANSPORTE,15000.0,15000.0
1 0100.213.02.132.00 2024,,1542.0,RENTING VEHICULOS,50000.0,50000.0
1 0100.213.02.132.00 2023,,2710.0,RENTING VEHICULOS,0.0,0.0
1 0100.221.01.130.00 2024,,2067.0,ENERGIA ELECTRICA.CONSUMO DE COCHES,10000.0,10000.0
1 0100.221.04.130.00 2024,,8.0,COMBUSTIBLES Y CARBURANTES,4000.0,4000.0
1 0100.221.04.130.00 2023,,2711.0,COMBUSTIBLES Y CARBURANTES,0.0,0.0
1 0100.221.05.130.00 2024,,9.0,VESTUARIO,45000.0,45000.0
1 0100.221.99.130.00 2024,,10.0,OTROS SUMINISTROS,16000.0,16000.0
1 0100.224.02.130.00 2024,,11.0,DE VEHICULOS. SEGUROS,3000.0,3000.0
1 0100.226.99.132.00 2024,,1814.0,OTROS GASTOS DIVERSOS,1000.0,1000.0
1 0100.226.99.441.10 2024,,2099.0,OTROS TRABAJOS DIVERSOS,16000.0,16000.0
1 0100.227.07.133.10 2024,,2070.0,ESTUDIOS Y TRABAJOS TECNICOS,20000.0,20000.0
1 0100.227.07.441.10 2024,,2706.0,ESTUDIOS Y TRABAJOS TECNICOS,19750.0,19750.0
1 0100.227.08.441.10 2024,,363.0,CONTRATOS TRANSPORTE,275000.0,275000.0
1 0100.227.90.133.10 2024,,2420.0,TRABAJOS EXTERIORES,12000.0,12000.0
1 0100.227.90.133.10 2023,,2712.0,TRABAJOS EXTERIORES,0.0,0.0
1 0100.227.99.133.10 2024,,24.0,OTROS TRABAJOS EXTERIORES. GRUA,125000.0,125000.0
1 0100.227.99.133.10 2023,,2713.0,OTROS TRABAJOS EXTERIORES. GRUA,0.0,0.0
1 0100.230.01.130.00 2024,,12.0,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0
1 0100.230.01.132.00 2024,,18.0,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0
1 0100.230.01.133.10 2024,,25.0,DIETAS/LOCOMOC/TRASLADO PERSONAL,100.0,100.0
1 0100.421.03.441.10 2024,,364.0,CONSORC.AUTORID.TERRITOR.TTE GIPUZKOA,20000.0,20000.0
