#Partida,,,,Ppto. Inicial,Ppto. Definitivo,Retenciones,Autorizado,Disponible,Dispuesto,Obligación,ME,Pago
1 0100.120.01.130.00 2020,,3.0,RETRIBUCIONES BASICAS,146003.01,146003.01,0.0,57418.04,88584.97,57418.04,57418.04,57418.04,57418.04
1 0100.120.01.132.00 2020,,13.0,RETRIBUCIONES BASICAS,332907.87,332907.87,0.0,246314.24,86593.63,246314.24,246314.24,246314.24,246314.24
1 0100.120.01.133.10 2020,,19.0,RETRIBUCIONES BASICAS,244340.68,244340.68,0.0,174829.94,69510.74,174829.94,174829.94,174829.94,174829.94
1 0100.121.99.130.00 2020,,4.0,COMPLEMENTOS VARIOS,284575.14,284575.14,0.0,151186.37,133388.77,151186.37,151186.37,151186.37,151186.37
1 0100.121.99.132.00 2020,,14.0,COMPLEMENTOS VARIOS,650550.35,650550.35,0.0,584272.14,66278.21,584272.14,584272.14,584272.14,584272.14
1 0100.121.99.133.10 2020,,20.0,COMPLEMENTOS VARIOS,443031.24,443031.24,0.0,393547.53,49483.71,393547.53,393547.53,393547.53,393547.53
1 0100.160.01.130.00 2020,,5.0,SEGURIDAD SOCIAL,148106.51,148106.51,0.0,59715.87,88390.64,59715.87,59715.87,59715.87,59715.87
1 0100.160.01.132.00 2020,,15.0,SEGURIDAD SOCIAL,355785.61,355785.61,0.0,280815.3,74970.31,280815.3,280815.3,280815.3,280815.3
1 0100.160.01.133.10 2020,,21.0,SEGURIDAD SOCIAL,251674.13,251674.13,0.0,189114.89,62559.24,189114.89,189114.89,189114.89,189114.89
1 0100.160.04.130.00 2020,,6.0,CUOTAS ELKARKIDETZA,11310.02,11310.02,0.0,4671.15,6638.87,4671.15,4671.15,4671.15,4671.15
1 0100.160.04.132.00 2020,,16.0,CUOTAS ELKARKIDETZA,14773.81,14773.81,0.0,12540.62,2233.19,12540.62,12540.62,12540.62,12540.62
1 0100.160.04.133.10 2020,,22.0,CUOTAS ELKARKIDETZA,9054.92,9054.92,0.0,7842.58,1212.34,7842.58,7842.58,7842.58,7842.58
1 0100.212.01.132.00 2020,,17.0,MAQUIN/INSTAL/UTILL.MANTTO.ALARMAS,5000.0,3000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0
1 0100.213.01.130.00 2020,,7.0,MATERIAL DE TRANSPORTE,10000.0,10000.0,0.0,11145.54,-1145.54,11145.54,6982.11,6465.37,6465.37
1 0100.213.01.130.00 2019,,1549.0,MATERIAL DE TRANSPORTE,0.0,524.31,0.0,199.99,324.32,199.99,199.99,199.99,199.99
1 0100.213.02.132.00 2020,,1542.0,RENTING VEHICULOS,35000.0,10000.0,2860.88,0.0,7139.12,0.0,0.0,0.0,0.0
1 0100.221.04.130.00 2020,,8.0,COMBUSTIBLES Y CARBURANTES,6000.0,6000.0,0.0,7445.84,-1445.84,7445.84,7445.84,7445.84,7445.84
1 0100.221.04.130.00 2019,,1550.0,COMBUSTIBLES Y CARBURANTES,0.0,689.89,0.0,689.89,0.0,689.89,0.0,0.0,0.0
1 0100.221.05.130.00 2020,,9.0,VESTUARIO,35000.0,35000.0,0.0,30000.0,5000.0,30000.0,0.0,0.0,0.0
1 0100.221.99.130.00 2020,,10.0,OTROS SUMINISTROS,8760.0,7760.0,0.0,5541.3,2218.7,5541.3,5508.85,5247.61,5187.97
1 0100.224.02.130.00 2020,,11.0,DE VEHICULOS. SEGUROS,3000.0,3000.0,0.0,2500.0,500.0,2500.0,0.0,0.0,0.0
1 0100.226.99.132.00 2020,,586.0,OTROS GASTOS DIVERSOS SEGURIDAD,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
1 0100.227.01.441.10 2020,,1778.0,ESTUDIOS Y TRABAJOS TECNICOS,0.0,8349.0,0.0,8349.0,0.0,8349.0,8349.0,8349.0,8349.0
1 0100.227.08.441.10 2020,,363.0,CONTRATOS TRANSPORTE,275000.0,217150.0,0.0,208150.0,9000.0,208150.0,160813.73,160813.73,160813.73
1 0100.227.99.133.10 2020,,24.0,OTROS TRABAJOS EXTERIORES. GRUA,100000.0,100000.0,0.0,100000.0,0.0,100000.0,62279.86,62279.86,62279.86
1 0100.230.01.130.00 2020,,12.0,DIETAS/LOCOMOC/TRASLADO PERSONAL,235.0,235.0,0.0,719.2,-484.2,719.2,719.2,719.2,719.2
1 0100.230.01.132.00 2020,,18.0,DIETAS/LOCOMOC/TRASLADO PERSONAL,235.0,235.0,0.0,174.8,60.2,174.8,174.8,174.8,174.8
1 0100.230.01.133.10 2020,,25.0,DIETAS/LOCOMOC/TRASLADO PERSONAL,235.0,235.0,0.0,105.77,129.23,105.77,105.77,105.77,105.77
1 0100.421.03.441.10 2020,,364.0,CONSORC.AUTORID.TERRITOR.TTE GIPUZKOA,18000.0,18000.0,0.0,6483.0,11517.0,6483.0,6483.0,6483.0,4862.25
1 0100.624.01.132.00 2020,,1283.0,MATERIAL DE TRANSPORTE,0.0,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0
1 0100.625.01.130.00 2020,,1282.0,MOBILIARIO,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
1 0100.626.01.130.00 2020,,43.0,OTR.EQUIPOS. SISTEMA COMUNIC.TEATRA,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
1 0200.120.01.151.00 2020,,32.0,RETRIBUCIONES BASICAS,147347.79,147347.79,0.0,101542.03,45805.76,101542.03,101542.03,101542.03,101542.03
1 0200.120.01.172.00 2020,,782.0,RETRIBUCIONES BASICAS,16516.21,16516.21,0.0,14891.52,1624.69,14891.52,14891.52,14891.52,14891.52
1 0200.121.99.151.00 2020,,33.0,COMPLEMENTOS VARIOS,259030.13,259030.13,0.0,223739.51,35290.62,223739.51,223739.51,223739.51,223739.51
1 0200.121.99.172.00 2020,,783.0,COMPLEMENTOS VARIOS,22343.81,22343.81,0.0,25476.63,-3132.82,25476.63,25476.63,25476.63,25476.63
1 0200.160.01.151.00 2020,,35.0,SEGURIDAD SOCIAL,94959.57,94959.57,0.0,76597.41,18362.16,76597.41,76597.41,76597.41,76597.41
1 0200.160.01.172.00 2020,,784.0,SEGURIDAD SOCIAL,12521.28,12521.28,0.0,16125.8,-3604.52,16125.8,16125.8,16125.8,16125.8
1 0200.160.04.151.00 2020,,36.0,CUOTAS ELKARKIDETZA,10166.66,10166.66,0.0,7971.92,2194.74,7971.92,7971.92,7971.92,7971.92
1 0200.160.04.172.00 2020,,983.0,CUOTAS ELKARKIDETZA,1452.32,1452.32,0.0,828.24,624.08,828.24,828.24,828.24,828.24
1 0200.201.01.152.20 2020,,1545.0,EDIFICIOS Y OTRAS CONSTRUCCIONES,6000.0,6000.0,0.0,5553.9,446.1,5553.9,5553.9,5553.9,4610.1
1 0200.220.01.152.20 2020,,1546.0,ORDINARIO NO INVENTARIABLE,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0
1 0200.221.01.152.20 2020,,1547.0,ENERGIA ELECTRICA. LOCAL TXONTA,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0
1 0200.224.01.152.20 2020,,1235.0,SEGUROS,1500.0,1500.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0
1 0200.226.68.151.00 2020,,1786.0,INDEMNIZACION A TERCEROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 0200.226.69.151.00 2020,,1543.0,INDEMNIZACION A TERCEROS. ISASI 27,1500000.0,1400000.0,0.0,1388352.62,11647.38,1388352.62,1388352.62,1388352.62,1388352.62
1 0200.226.99.151.00 2020,,38.0,OTROS GASTOS DIVERSOS. EJECUC.SUBSID.,12000.0,12000.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0
1 0200.226.99.151.00 2019,,1551.0,OTROS GASTOS DIVERSOS. EJECUC.SUBSID.,0.0,52635.0,0.0,52635.0,0.0,52635.0,52635.0,52635.0,52635.0
1 0200.226.99.172.00 2020,,113.0,OTROS GASTOS DIVERSOS,15000.0,12500.0,0.0,15132.74,-2632.74,15132.74,10277.06,9931.0,9931.0
1 0200.226.99.172.00 2019,,1552.0,OTROS GASTOS DIVERSOS,0.0,227.48,0.0,227.48,0.0,227.48,227.48,227.48,227.48
1 0200.227.07.151.00 2020,,39.0,ESTUDIOS Y TRABAJOS TECNICOS,40000.0,36000.0,0.0,0.0,36000.0,0.0,0.0,0.0,0.0
1 0200.227.07.151.00 2019,,1554.0,ESTUDIOS Y TRABAJOS TECNICOS,0.0,702.97,0.0,702.97,0.0,702.97,401.73,401.73,401.73
1 0200.227.07.151.00 2018,,1553.0,ESTUDIOS Y TRABAJOS TECNICOS,0.0,18125.8,0.0,18125.8,0.0,18125.8,0.0,0.0,0.0
1 0200.227.07.172.00 2020,,114.0,ESTUD/TRAB.TECNIC.CONTR.CALID.SUEL.AZIT.,75000.0,30000.0,36000.0,10285.0,-16285.0,10285.0,8286.89,8286.89,7288.64
1 0200.227.07.172.00 2019,,1556.0,ESTUD/TRAB.TECNIC.CONTR.CALID.SUEL.AZIT.,0.0,4209.59,0.0,4209.59,0.0,4209.59,0.0,0.0,0.0
1 0200.227.07.172.00 2018,,1555.0,ESTUD/TRAB.TECNIC.CONTR.CALID.SUEL.AZIT.,0.0,9074.1,0.0,9074.1,0.0,9074.1,0.0,0.0,0.0
1 0200.227.90.151.00 2020,,40.0,TRABAJOS EXTERNOS. ESTUDIOS Y PROYECTOS,40000.0,32000.0,0.0,907.5,31092.5,907.5,907.5,907.5,907.5
1 0200.227.90.151.00 2019,,1557.0,TRABAJOS EXTERNOS. ESTUDIOS Y PROYECTOS,0.0,143008.95,0.0,143008.95,0.0,125228.95,16936.98,16936.98,16936.98
1 0200.227.90.172.00 2020,,1247.0,TRABAJOS EXTERIORES,6870.38,21870.38,0.0,6784.11,15086.27,6784.11,6784.11,6784.11,6784.11
1 0200.227.99.151.00 2020,,41.0,CONTRATOS EXTERNOS. MEDICIONES,3000.0,1500.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0
1 0200.227.99.172.00 2020,,115.0,OTROS TRABAJOS EXTERIORES,86000.0,40000.0,0.0,27439.75,12560.25,27439.75,21873.97,17219.21,17074.01
1 0200.227.99.172.00 2019,,1558.0,OTROS TRABAJOS EXTERIORES,0.0,20121.77,0.0,20121.77,0.0,20121.77,18865.18,18865.18,18865.18
1 0200.230.01.151.00 2020,,42.0,DIETAS/LOCOMOC/TRASLADO PERSONAL,235.0,235.0,0.0,284.98,-49.98,284.98,284.98,284.98,284.98
1 0200.230.01.172.00 2020,,986.0,"DIETAS, LOCOMOC. Y TRASLADO PERSONAL",235.0,235.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0
1 0200.480.01.152.20 2020,,44.0,A FAMILIAS. MANTTO.ASCENSORES ZONALES,6000.0,6000.0,0.0,6000.0,0.0,6000.0,6000.0,6000.0,0.0
1 0200.480.01.152.30 2020,,569.0,A FAMILIAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
