#Partida,,,,Ppto. Definitivo,Derechos reconocidos Netos,Recaudación Líquida,Pendiente de Cobro,Devoluciones
2 112.01 2023,,1.0,DE NATURALEZA RUSTICA,6100.0,0.0,0.0,0.0,0.0
2 112.02 2023,,2.0,DE NATURALEZA URBANA,5200000.0,0.0,0.0,0.0,0.0
2 113.01 2023,,3.0,IMPTO. S/VEHICULOS DE TRACCION MECANICA,1550000.0,1468210.72,-304.47,1468515.19,304.47
2 114.01 2023,,4.0,IMPTO. S/INCREM.VALOR TERR.NAT. URBANA,250000.0,90617.78,-16.57,90634.35,16.57
2 130.01 2023,,5.0,ACTIVIDADES EMPRESARIALES,800000.0,155466.43,85924.26,69542.17,87188.3
2 282.01 2023,,6.0,"IMPTO.S/CONSTRUCC., INSTALAC.Y OBRAS",550000.0,33355.77,-101531.08,134886.85,101531.08
2 310.03 2023,,9.0,CEMENTERIOS MUNICIPALES,26000.0,9977.4,0.0,9977.4,0.0
2 310.04 2023,,10.0,EXPEDICION DE DOCUMENTOS,4000.0,2997.92,180.0,2817.92,0.0
2 310.05 2023,,11.0,RECOG.Y RETIR.VEHICULOS DE LA VIA P.,40000.0,14828.0,1218.0,13610.0,77.0
2 310.10 2023,,1017.0,TASAS POR ENSEÑANZAS IMPARTIDAS DEPORTES,1122123.34,39311.34,0.0,39311.34,0.0
2 310.11 2023,,112.0,TASAS POR ENSEÑANZAS IMPARTIDAS,125000.0,41284.18,0.0,41284.18,0.0
2 310.12 2023,,392.0,ASIST. Y ESTANCIA EN PISOS Y RESIDENCIAS,2000.0,0.0,0.0,0.0,0.0
2 310.15 2023,,969.0,D.F.PRESTACION ECONOMICA DEPENDENCIA,0.0,1891.92,1891.92,0.0,0.0
2 310.16 2023,,316.0,TASAS POR ENTRADAS A MUSEO,3000.0,295.0,295.0,0.0,0.0
2 310.21 2023,,1019.0,ALQUILER FRONTON ASTELENA,8829.14,0.0,0.0,0.0,0.0
2 310.80 2023,,615.0,AYUDA A DOMICILIO,147000.0,51655.07,0.0,51655.07,0.0
2 310.81 2023,,586.0,TASAS POR VIVIENDAS TUTELADAS,0.0,0.0,0.0,0.0,0.0
2 310.82 2023,,616.0,MATRICULAS EUSKALTEGI,30000.0,9232.3,0.0,9232.3,0.0
2 310.90 2023,,581.0,ATESTADOS,5000.0,1400.0,0.0,1400.0,0.0
2 310.91 2023,,679.0,SUMINISTROS ENERGETICOS,2000.0,0.0,0.0,0.0,0.0
2 321.02 2023,,15.0,QUIOSCOS EN LA VIA PUBLICA,1750.0,802.08,0.0,802.08,0.0
2 321.04 2023,,16.0,"MESAS, SILLAS, TRIBUNAS, TABLADOS",50000.0,81415.0,0.0,81415.0,0.0
2 321.05 2023,,17.0,"PUESTOS, BARRAC.,R. CINE.Y MERCADILLOS",40000.0,8155.06,0.0,8155.06,0.0
2 321.06 2023,,773.0,"PORTADAS, ESCAPARATES Y VITRINAS",10000.0,5799.24,0.0,5799.24,0.0
2 321.09 2023,,18.0,"OCUP.SUELO, SUBSUELO Y VUELO VIAS PUB.",250000.0,108970.74,50584.61,58386.13,4800.0
2 321.91 2023,,772.0,CAJEROS AUTOMATICOS,2500.0,2449.06,0.0,2449.06,0.0
2 321.99 2023,,19.0,CENSOS Y CANONES,30000.0,11520.16,0.0,11520.16,0.0
2 322.01 2023,,20.0,RESERVA DE APARCAMIENTO,35000.0,36294.51,0.0,36294.51,0.0
2 340.01 2023,,21.0,UTILIZACION LOCALES COLISEO Y PORTALEA,8000.0,0.0,0.0,0.0,0.0
2 340.02 2023,,315.0,PRECIOS ENTRADAS A ESPECT.COLISEO,30000.0,23982.0,16782.0,7200.0,0.0
2 340.03 2023,,445.0,INGRESOS POR CURSILLOS,1500.0,3309.0,0.0,3309.0,0.0
2 340.04 2023,,588.0,ING. CONTRATOS A TAQUILLA. UNIDAD MUSICA,8000.0,0.0,0.0,0.0,0.0
2 340.05 2023,,589.0,ING. CONTRATOS A TAQUILLA. UNIDAD TEATRO,10000.0,1355.0,1355.0,0.0,0.0
2 340.06 2023,,617.0,INGRESOS POR JORNADAS DE TEATRO,25000.0,16549.5,16549.5,0.0,0.0
2 340.07 2023,,934.0,ENTRADAS CINE EN EL TEATRO COLISEO,35000.0,13904.0,13904.0,0.0,0.0
2 341.01 2023,,87.0,PRODUCCION ENERGIA ELECTRICA,30000.0,0.0,0.0,0.0,0.0
2 380.01 2023,,22.0,DE PRESUPUESTOS CERRADOS,20000.0,0.0,0.0,0.0,0.0
2 380.02 2023,,814.0,REINTEGRO BENIFICIARIOS SUBV J.A.MOGEL,0.0,0.0,0.0,0.0,0.0
2 391.01 2023,,23.0,MULTAS,150000.0,34947.0,25.0,34922.0,125.0
2 392.01 2023,,24.0,"RECARGO DE APREMIO, COSTAS",50000.0,-968.23,-968.23,0.0,968.23
2 393.01 2023,,25.0,INTERESES DE DEMORA,5000.0,-99.9,-99.9,0.0,99.9
2 396.01 2023,,26.0,OPERADORES DE TELECOMUNICACIONES,100000.0,24596.49,24596.49,0.0,0.0
2 396.04 2023,,29.0,TRABAJOS POR CUENTA PARTICULARES,0.0,0.0,0.0,0.0,0.0
2 396.05 2023,,562.0,EJECUCION SUBSIDIARIA,70000.0,0.0,0.0,0.0,0.0
2 399.01 2023,,33.0,OTROS INGRESOS DIVERSOS,50000.0,47142.75,47142.75,0.0,458.66
2 399.02 2023,,34.0,INGRESOS PORTALEA,1000.0,307.0,307.0,0.0,0.0
2 399.04 2023,,73.0,INGRESOS VENTA LIBROS,1000.0,234.0,234.0,0.0,0.0
2 399.08 2023,,264.0,INGRESOS POR DEVOLUCION DE A.E.S.,3000.0,0.0,0.0,0.0,0.0
2 399.99 2023,,320.0,DIFERENCIAS POSITIVAS EN CAJA,6.0,0.0,0.0,0.0,0.0
2 400.01 2023,,37.0,PARTICIP. EN IMPUESTOS NO CONCERTADOS,30000.0,8290.11,8290.11,0.0,0.0
2 400.02 2023,,861.0,PACTO DE ESTADO CONTRA LA VIOLENCIA,26966.07,0.0,0.0,0.0,0.0
2 400.04 2023,,774.0,TRANSF.ESTADO. SUBV. MARIA MOLINER,2014.0,0.0,0.0,0.0,0.0
2 400.09 2023,,843.0,"Programa operativo de empleo,formación y",0.0,0.0,0.0,0.0,0.0
2 400.10 2023,,942.0,SUBV.CONTAT.AGENT.LOCAL.INNO.RED IMPULSO,0.0,0.0,0.0,0.0,0.0
2 410.01 2023,,901.0,G.V.MEMORIA HISTORICA. A.TELLERIA,0.0,0.0,0.0,0.0,0.0
2 410.02 2023,,811.0,G.V. SUBV. PARA TEATRO DE CALLE,4000.0,0.0,0.0,0.0,0.0
2 410.04 2023,,252.0,G.V. PERSON./PROGRAM.DROGODEPENDENCIAS,51439.0,0.0,0.0,0.0,0.0
2 410.06 2023,,43.0,G.V. INSTITUTO MPAL.FORM.PROFES.BASICA,300000.0,0.0,0.0,0.0,0.0
2 410.07 2023,,813.0,INSTITUTO VASCO DE LA MUJER,14000.0,0.0,0.0,0.0,0.0
2 410.09 2023,,523.0,G.V. SUBVENCION O.M.I.C.,15000.0,0.0,0.0,0.0,0.0
2 410.10 2023,,163.0,G.V. SUBV. PERS.REFUERZO INS.SOCIAL,0.0,0.0,0.0,0.0,0.0
2 410.12 2023,,62.0,G.V. BIBLIOTECA INFANTIL Y JUVENIL,2725.0,0.0,0.0,0.0,0.0
2 410.13 2023,,127.0,G.V. DOTAC. Y REN.FONDOS BIBLIOTECAS,8933.0,0.0,0.0,0.0,0.0
2 410.14 2023,,681.0,G.V. SUBVENCION PARA MUSEO,12000.0,0.0,0.0,0.0,0.0
2 410.15 2023,,775.0,G.V. PLAN ESPECIAL REHABILIT. MURRATEGI,0.0,0.0,0.0,0.0,0.0
2 410.16 2023,,130.0,G.V.A SUBV.PLAN GRAL.PROMOC.EUSKERA,8000.0,0.0,0.0,0.0,0.0
2 410.17 2023,,45.0,G.V.  A.E.S.,485019.0,242510.0,242510.0,0.0,0.0
2 410.18 2023,,817.0,SUBVENCION NUEVAS TECNOLOGIAS,6499.0,0.0,0.0,0.0,0.0
2 410.19 2023,,930.0,SUBV.ADICIONAL GASTOS LIMPIEZA COVID.,0.0,0.0,0.0,0.0,0.0
2 410.20 2023,,939.0,IHOBE KLIMA DETA ENERGIA ALDAKETA,0.0,0.0,0.0,0.0,0.0
2 410.22 2023,,159.0,G.V. SUBV.PLAN LOCAL INMIGRACION,43210.0,0.0,0.0,0.0,0.0
2 410.23 2023,,582.0,G.V. IHOBE. UDALSAREA 21,0.0,0.0,0.0,0.0,0.0
2 410.24 2023,,318.0,GOBERNO VASCO. JUVENTUD,0.0,0.0,0.0,0.0,0.0
