#Partida,,,,Ppto. Definitivo,Derechos reconocidos Netos,Recaudación Líquida,Pendiente de Cobro,Devoluciones
2 112.01 2017,,1,DE NATURALEZA RUSTICA,5993.4,6080.57,6039.34,41.23,
2 112.02 2017,,2,DE NATURALEZA URBANA,5169401.58,5186955.35,4998314.35,188641.0,43044.91
2 113.01 2017,,3,IMPTO. S/VEHICULOS DE TRACCION MECANICA,1560000.0,1559379.64,1492540.29,66839.35,13862.65
2 114.01 2017,,4,IMPTO. S/INCREM.VALOR TERR.NAT. URBANA,573000.0,262069.66,236133.54,25936.12,7233.27
2 130.01 2017,,5,ACTIVIDADES EMPRESARIALES,916000.0,983056.21,181017.41,802038.8,4324.26
2 282.01 2017,,6,"IMPTO.S/CONSTRUCC., INSTALAC.Y OBRAS",262000.0,203872.34,131606.1,72266.24,
2 310.03 2017,,9,CEMENTERIOS MUNICIPALES,53000.0,47113.75,37446.11,9667.64,617.42
2 310.04 2017,,10,EXPEDICION DE DOCUMENTOS,20000.0,10560.52,8252.48,2308.04,49.0
2 310.05 2017,,11,RECOG.Y RETIR.VEHICULOS DE LA VIA P.,41000.0,37520.0,37520.0,,154.0
2 310.11 2017,,112,TASAS POR ENSEÑANZAS IMPARTIDAS,31000.0,10977.4,10977.4,,
2 310.12 2017,,392,ASIST. Y ESTANCIA EN PISOS Y RESIDENCIAS,,2184.0,1936.0,248.0,
2 310.16 2017,,316,TASAS POR ENTRADAS A MUSEO,3000.0,6008.5,6008.5,,
2 310.80 2017,,615,AYUDA A DOMICILIO,68000.0,33034.52,31892.49,1142.03,242.89
2 310.81 2017,,586,TASAS POR VIVIENDAS TUTELADAS,,,,,
2 310.82 2017,,616,MATRICULAS EUSKALTEGI,40000.0,18694.34,18658.09,36.25,
2 310.90 2017,,581,ATESTADOS,3500.0,3700.0,3700.0,,
2 310.91 2017,,679,SUMINISTROS ENERGETICOS,,,,,
2 321.02 2017,,15,QUIOSCOS EN LA VIA PUBLICA,2138.0,2138.72,1604.04,534.68,
2 321.04 2017,,16,"MESAS, SILLAS, TRIBUNAS, TABLADOS",27000.0,32095.62,29984.69,2110.93,334.4
2 321.05 2017,,17,"PUESTOS, BARRAC.,R. CINE.Y MERCADILLOS",55000.0,55300.2,41858.4,13441.8,
2 321.06 2017,,773,"PORTADAS, ESCAPARATES Y VITRINAS",,,,,
2 321.09 2017,,18,"OCUP.SUELO, SUBSUELO Y VUELO VIAS PUB.",275000.0,219172.2,203164.11,16008.09,
2 321.91 2017,,772,CAJEROS AUTOMATICOS,,,,,
2 321.99 2017,,19,CENSOS Y CANONES,27000.0,29236.73,14176.89,15059.84,
2 322.01 2017,,20,RESERVA DE APARCAMIENTO,33500.0,33280.33,32671.74,608.59,1394.82
2 340.01 2017,,21,UTILIZACION LOCALES COLISEO Y PORTALEA,40000.0,28405.79,25301.05,3104.74,
2 340.02 2017,,315,PRECIOS ENTRADAS A ESPECT.COLISEO,45500.0,48171.5,48171.5,,
2 340.03 2017,,445,INGRESOS POR CURSILLOS,4000.0,2332.25,2317.25,15.0,45.0
2 340.04 2017,,588,ING. CONTRATOS A TAQUILLA. UNIDAD MUSICA,20000.0,19271.0,19271.0,,
2 340.05 2017,,589,ING. CONTRATOS A TAQUILLA. UNIDAD TEATRO,10000.0,,,,
2 340.06 2017,,617,INGRESOS POR JORNADAS DE TEATRO,46000.0,34518.0,34518.0,,
2 341.01 2017,,87,PRODUCCION ENERGIA ELECTRICA,27000.0,35265.29,35265.29,,
2 380.01 2017,,22,DE PRESUPUESTOS CERRADOS,35000.0,17360.05,17360.05,,
2 391.01 2017,,23,MULTAS,180000.0,158774.0,102814.0,55960.0,910.0
2 392.01 2017,,24,"RECARGO DE APREMIO, COSTAS",45000.0,39684.62,39684.62,,257.44
2 393.01 2017,,25,INTERESES DE DEMORA,3000.0,2485.69,2485.69,,2856.99
2 396.01 2017,,26,OPERADORES DE TELECOMUNICACIONES,90000.0,81522.84,81522.84,,
2 396.04 2017,,29,TRABAJOS POR CUENTA PARTICULARES,,250.82,250.82,,
2 396.05 2017,,562,EJECUCION SUBSIDIARIA,12000.0,,,,
2 399.01 2017,,33,OTROS INGRESOS DIVERSOS,50000.0,23638.73,22723.73,915.0,747.31
2 399.02 2017,,34,INGRESOS PORTALEA,1000.0,1407.6,1407.6,,
2 399.04 2017,,73,INGRESOS VENTA LIBROS,1500.0,1520.38,1520.38,,
2 399.08 2017,,264,INGRESOS POR DEVOLUCION DE A.E.S.,3000.0,2283.21,1486.71,796.5,
2 399.99 2017,,320,DIFERENCIAS POSITIVAS EN CAJA,6.0,25.0,25.0,,
2 400.01 2017,,37,PARTICIP. EN IMPUESTOS NO CONCERTADOS,33000.0,26825.28,26825.28,,
2 410.04 2017,,252,G.V. PERSON./PROGRAM.DROGODEPENDENCIAS,43212.12,,,,
2 410.06 2017,,43,G.V. INSTITUTO MPAL.FORM.PROFES.BASICA,306200.0,204130.24,204130.24,,
2 410.09 2017,,523,G.V. SUBVENCION O.M.I.C.,20000.0,18061.39,18061.39,,
2 410.10 2017,,163,G.V. SUBV. PERS.REFUERZO INS.SOCIAL,33263.0,,,,
2 410.12 2017,,62,G.V. BIBLIOTECA INFANTIL Y JUVENIL,2716.0,,,,
2 410.13 2017,,127,G.V. DOTAC. Y REN.FONDOS BIBLIOTECAS,9808.0,,,,
2 410.14 2017,,681,G.V. SUBVENCION PARA MUSEO,8800.0,,,,
2 410.16 2017,,130,G.V.A SUBV.PLAN GRAL.PROMOC.EUSKERA,15000.0,,,,
2 410.17 2017,,45,G.V.  A.E.S.,305687.0,229266.0,229266.0,,
2 410.22 2017,,159,G.V. SUBV.PLAN LOCAL INMIGRACION,30658.5,,,,
2 410.23 2017,,582,G.V. IHOBE. UDALSAREA 21,,,,,
2 410.24 2017,,318,GOBERNO VASCO. JUVENTUD,,,,,
2 410.25 2017,,770,LANBIDE. PLAN DE EMPLEO. PLAN LOCAL,84455.59,,,,
2 410.26 2017,,465,LANBIDE. PLAN DE EMPLEO. PLAN  COMARCAL,175169.3,,,,
2 410.27 2017,,676,LANBIDE. PLAN DE EMPLEO. EMPRESAS,,-20532.53,-20532.53,,20532.53
2 410.35 2017,,632,G.V. SUBVENCION PROGRAMA CULTURAL,23000.0,19500.0,19500.0,,
2 410.37 2017,,738,"G.V.SUBV. PAZ, CONVIVENCIA Y DCHOS. HUM.",,,,,
2 410.38 2017,,739,G.V. SUBVPARA PROMOCION ACTIV.FISICA,,,,,
2 411.02 2017,,633,H.A.B.E.,293000.0,210474.5,210474.5,,
2 412.02 2017,,518,EVE- ENTE VASCO DE LA ENERGIA,,,,,
2 412.03 2017,,587,IVAP. SUBV.FORMACION PERSONAL,5500.0,,,,
2 420.01 2017,,46,FONDO FORAL DE FINANCIACION MUNICIPAL,17445553.8,13084165.33,13084165.33,,
2 420.02 2017,,75,D.F. ASISTENCIA A DOMICILIO,274716.1,139301.39,139301.39,,
2 420.03 2017,,193,DIPUTACION.DEPARTAMENTO DE JUVENTUD,9000.0,,,,
2 420.04 2017,,194,D.F. PLAN GRAL.PROMOC. USO EUSKARA,15000.0,,,,
